VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE6.x, ATTRIBUTE6.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w, ATTRIBUTE12.x, ATTRIBUTE12.y, ATTRIBUTE12.z, ATTRIBUTE11.x, ATTRIBUTE11.y, ATTRIBUTE11.z
501, 30993, 11.372, -3.97099, 163.27629, 0.62992, -0.66929, 0.3937, 1.00, 0.62205, 0.13386, -0.77165, 1.00, 0.11884, 0.26733, 0.93994, 0.66113, 0.50196, 0.50196, 0.50196, 1.00, 1, 2, 0, 3, 0, 0, 0, 0, 0.27843, 0.2549, 0.24706, 0.21961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
502, 30998, 10.86037, -4.58797, 162.82986, 0.7874, -0.48819, 0.37008, 1.00, 0.48819, 0.14961, -0.85827, 1.00, 0.11884, 0.28223, 0.93994, 0.66211, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 2, 0, 0, 0, 0, 0, 0.33725, 0.32549, 0.16863, 0.16863, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
503, 30997, 10.93489, -4.63519, 162.86444, 0.19685, -0.54331, 0.81102, 1.00, 0.77953, -0.41732, -0.46457, 1.00, 0.12451, 0.28223, 0.94043, 0.66211, 0.50196, 0.50196, 0.50196, 1.00, 1, 3, 2, 0, 0, 0, 0, 0, 0.33333, 0.32157, 0.17255, 0.17255, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
504, 30997, 10.93489, -4.63519, 162.86444, 0.19685, -0.54331, 0.81102, 1.00, 0.77953, -0.41732, -0.46457, 1.00, 0.12451, 0.28223, 0.94043, 0.66211, 0.50196, 0.50196, 0.50196, 1.00, 1, 3, 2, 0, 0, 0, 0, 0, 0.33333, 0.32157, 0.17255, 0.17255, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
505, 30999, 10.55456, -5.04421, 162.74275, -0.13386, -0.51969, 0.84252, 1.00, 0.71654, -0.6378, -0.27559, 1.00, 0.13879, 0.29102, 0.94092, 0.6626, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 0, 2, 0, 0, 0, 0, 0.39608, 0.35686, 0.12549, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
506, 30996, 10.88599, -4.76336, 163.02893, -0.23622, -0.6063, 0.75591, 1.00, 0.76378, -0.59843, -0.24409, 1.00, 0.13879, 0.28223, 0.94092, 0.66211, 0.50196, 0.50196, 0.50196, 1.00, 1, 3, 0, 2, 0, 0, 0, 0, 0.34118, 0.31765, 0.17255, 0.16863, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
507, 30998, 10.86037, -4.58797, 162.82986, 0.7874, -0.48819, 0.37008, 1.00, 0.48819, 0.14961, -0.85827, 1.00, 0.11884, 0.28223, 0.93994, 0.66211, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 2, 0, 0, 0, 0, 0, 0.33725, 0.32549, 0.16863, 0.16863, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
508, 31000, 10.56982, -4.98162, 162.6387, 0.38583, -0.31496, 0.86614, 1.00, 0.70866, -0.50394, -0.49606, 1.00, 0.12451, 0.29102, 0.94043, 0.6626, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 0, 2, 0, 0, 0, 0, 0.40, 0.35686, 0.12157, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
509, 30997, 10.93489, -4.63519, 162.86444, 0.19685, -0.54331, 0.81102, 1.00, 0.77953, -0.41732, -0.46457, 1.00, 0.12451, 0.28223, 0.94043, 0.66211, 0.50196, 0.50196, 0.50196, 1.00, 1, 3, 2, 0, 0, 0, 0, 0, 0.33333, 0.32157, 0.17255, 0.17255, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
510, 30999, 10.55456, -5.04421, 162.74275, -0.13386, -0.51969, 0.84252, 1.00, 0.71654, -0.6378, -0.27559, 1.00, 0.13879, 0.29102, 0.94092, 0.6626, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 0, 2, 0, 0, 0, 0, 0.39608, 0.35686, 0.12549, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
511, 30997, 10.93489, -4.63519, 162.86444, 0.19685, -0.54331, 0.81102, 1.00, 0.77953, -0.41732, -0.46457, 1.00, 0.12451, 0.28223, 0.94043, 0.66211, 0.50196, 0.50196, 0.50196, 1.00, 1, 3, 2, 0, 0, 0, 0, 0, 0.33333, 0.32157, 0.17255, 0.17255, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
512, 31000, 10.56982, -4.98162, 162.6387, 0.38583, -0.31496, 0.86614, 1.00, 0.70866, -0.50394, -0.49606, 1.00, 0.12451, 0.29102, 0.94043, 0.6626, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 0, 2, 0, 0, 0, 0, 0.40, 0.35686, 0.12157, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
513, 31000, 10.56982, -4.98162, 162.6387, 0.38583, -0.31496, 0.86614, 1.00, 0.70866, -0.50394, -0.49606, 1.00, 0.12451, 0.29102, 0.94043, 0.6626, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 0, 2, 0, 0, 0, 0, 0.40, 0.35686, 0.12157, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
514, 30998, 10.86037, -4.58797, 162.82986, 0.7874, -0.48819, 0.37008, 1.00, 0.48819, 0.14961, -0.85827, 1.00, 0.11884, 0.28223, 0.93994, 0.66211, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 2, 0, 0, 0, 0, 0, 0.33725, 0.32549, 0.16863, 0.16863, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
515, 31001, 10.51744, -4.97038, 162.61551, 0.89764, -0.18898, 0.3937, 1.00, 0.40945, 0.03937, -0.91339, 1.00, 0.11884, 0.29102, 0.93994, 0.6626, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 0, 2, 0, 0, 0, 0, 0.40784, 0.36078, 0.11765, 0.11373, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
516, 30999, 10.55456, -5.04421, 162.74275, -0.13386, -0.51969, 0.84252, 1.00, 0.71654, -0.6378, -0.27559, 1.00, 0.13879, 0.29102, 0.94092, 0.6626, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 0, 2, 0, 0, 0, 0, 0.39608, 0.35686, 0.12549, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
517, 31000, 10.56982, -4.98162, 162.6387, 0.38583, -0.31496, 0.86614, 1.00, 0.70866, -0.50394, -0.49606, 1.00, 0.12451, 0.29102, 0.94043, 0.6626, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 0, 2, 0, 0, 0, 0, 0.40, 0.35686, 0.12157, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
518, 31002, 10.14975, -5.35307, 162.47662, 0.19685, -0.52756, 0.82677, 1.00, 0.66929, -0.53543, -0.51181, 1.00, 0.12451, 0.29761, 0.94043, 0.6626, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 0, 2, 0, 0, 0, 0, 0.4902, 0.38824, 0.06275, 0.05882, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
519, 31000, 10.56982, -4.98162, 162.6387, 0.38583, -0.31496, 0.86614, 1.00, 0.70866, -0.50394, -0.49606, 1.00, 0.12451, 0.29102, 0.94043, 0.6626, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 0, 2, 0, 0, 0, 0, 0.40, 0.35686, 0.12157, 0.12157, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
520, 31001, 10.51744, -4.97038, 162.61551, 0.89764, -0.18898, 0.3937, 1.00, 0.40945, 0.03937, -0.91339, 1.00, 0.11884, 0.29102, 0.93994, 0.6626, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 0, 2, 0, 0, 0, 0, 0.40784, 0.36078, 0.11765, 0.11373, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
521, 31002, 10.14975, -5.35307, 162.47662, 0.19685, -0.52756, 0.82677, 1.00, 0.66929, -0.53543, -0.51181, 1.00, 0.12451, 0.29761, 0.94043, 0.6626, 0.50196, 0.50196, 0.50196, 1.00, 3, 1, 0, 2, 0, 0, 0, 0, 0.4902, 0.38824, 0.06275, 0.05882, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
522, 31003, 12.17258, 0.81835, 172.74168, 0.37795, -0.91339, 0.14173, 1.00, 0.77953, 0.3937, 0.48819, 1.00, 0.11884, 0.07782, 0.20105, 0.04492, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
523, 31004, 11.53816, 0.95195, 173.54823, -0.0315, -0.98425, 0.17323, 1.00, 0.75591, 0.08661, 0.65354, 1.00, 0.12463, 0.05936, 0.21057, 0.01231, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
524, 31005, 11.52999, 1.0115, 173.53069, 0.13386, -0.95276, 0.28346, 1.00, 0.76378, 0.27559, 0.58268, 1.00, 0.11884, 0.05936, 0.20105, 0.01231, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
525, 31004, 11.53816, 0.95195, 173.54823, -0.0315, -0.98425, 0.17323, 1.00, 0.75591, 0.08661, 0.65354, 1.00, 0.12463, 0.05936, 0.21057, 0.01231, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
526, 31003, 12.17258, 0.81835, 172.74168, 0.37795, -0.91339, 0.14173, 1.00, 0.77953, 0.3937, 0.48819, 1.00, 0.11884, 0.07782, 0.20105, 0.04492, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
527, 31006, 12.22383, 0.69391, 172.75998, 0.0315, -0.99213, 0.12598, 1.00, 0.79528, 0.10236, 0.59843, 1.00, 0.12451, 0.07782, 0.21033, 0.04492, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
528, 31006, 12.22383, 0.69391, 172.75998, 0.0315, -0.99213, 0.12598, 1.00, 0.79528, 0.10236, 0.59843, 1.00, 0.12451, 0.07782, 0.21033, 0.04492, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
529, 31007, 11.49298, 0.32147, 173.66496, -0.08661, -0.97638, 0.19685, 1.00, 0.75591, 0.07087, 0.65354, 1.00, 0.13879, 0.05936, 0.23401, 0.01231, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
530, 31004, 11.53816, 0.95195, 173.54823, -0.0315, -0.98425, 0.17323, 1.00, 0.75591, 0.08661, 0.65354, 1.00, 0.12463, 0.05936, 0.21057, 0.01231, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
531, 31008, 12.86463, 0.56992, 171.76593, 0.22047, -0.92913, 0.30709, 1.00, 0.83465, 0.33858, 0.4252, 1.00, 0.11884, 0.09833, 0.20105, 0.08118, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
532, 31006, 12.22383, 0.69391, 172.75998, 0.0315, -0.99213, 0.12598, 1.00, 0.79528, 0.10236, 0.59843, 1.00, 0.12451, 0.07782, 0.21033, 0.04492, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
533, 31003, 12.17258, 0.81835, 172.74168, 0.37795, -0.91339, 0.14173, 1.00, 0.77953, 0.3937, 0.48819, 1.00, 0.11884, 0.07782, 0.20105, 0.04492, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
534, 31007, 11.49298, 0.32147, 173.66496, -0.08661, -0.97638, 0.19685, 1.00, 0.75591, 0.07087, 0.65354, 1.00, 0.13879, 0.05936, 0.23401, 0.01231, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
535, 31006, 12.22383, 0.69391, 172.75998, 0.0315, -0.99213, 0.12598, 1.00, 0.79528, 0.10236, 0.59843, 1.00, 0.12451, 0.07782, 0.21033, 0.04492, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
536, 31009, 12.12038, -0.0378, 172.96263, -0.14173, -0.95276, 0.26772, 1.00, 0.7874, 0.05512, 0.6063, 1.00, 0.13879, 0.07782, 0.23401, 0.04492, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
537, 31010, 12.90983, 0.37014, 171.83525, -0.06299, -0.9685, 0.25197, 1.00, 0.85039, 0.07874, 0.51969, 1.00, 0.12451, 0.09833, 0.21033, 0.08118, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
538, 31009, 12.12038, -0.0378, 172.96263, -0.14173, -0.95276, 0.26772, 1.00, 0.7874, 0.05512, 0.6063, 1.00, 0.13879, 0.07782, 0.23401, 0.04492, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
539, 31006, 12.22383, 0.69391, 172.75998, 0.0315, -0.99213, 0.12598, 1.00, 0.79528, 0.10236, 0.59843, 1.00, 0.12451, 0.07782, 0.21033, 0.04492, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
540, 31006, 12.22383, 0.69391, 172.75998, 0.0315, -0.99213, 0.12598, 1.00, 0.79528, 0.10236, 0.59843, 1.00, 0.12451, 0.07782, 0.21033, 0.04492, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
541, 31008, 12.86463, 0.56992, 171.76593, 0.22047, -0.92913, 0.30709, 1.00, 0.83465, 0.33858, 0.4252, 1.00, 0.11884, 0.09833, 0.20105, 0.08118, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
542, 31010, 12.90983, 0.37014, 171.83525, -0.06299, -0.9685, 0.25197, 1.00, 0.85039, 0.07874, 0.51969, 1.00, 0.12451, 0.09833, 0.21033, 0.08118, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
543, 31009, 12.12038, -0.0378, 172.96263, -0.14173, -0.95276, 0.26772, 1.00, 0.7874, 0.05512, 0.6063, 1.00, 0.13879, 0.07782, 0.23401, 0.04492, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
544, 31010, 12.90983, 0.37014, 171.83525, -0.06299, -0.9685, 0.25197, 1.00, 0.85039, 0.07874, 0.51969, 1.00, 0.12451, 0.09833, 0.21033, 0.08118, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
545, 31011, 12.76851, -0.45392, 172.08096, -0.16535, -0.94488, 0.29134, 1.00, 0.85827, 0.00787, 0.51181, 1.00, 0.13879, 0.09833, 0.23401, 0.08118, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
546, 31008, 12.86463, 0.56992, 171.76593, 0.22047, -0.92913, 0.30709, 1.00, 0.83465, 0.33858, 0.4252, 1.00, 0.11884, 0.09833, 0.20105, 0.08118, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
547, 31012, 13.42659, 0.04995, 170.8922, -0.11811, -0.9685, 0.22835, 1.00, 0.93701, -0.0315, 0.34646, 1.00, 0.12451, 0.11804, 0.21033, 0.11609, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
548, 31010, 12.90983, 0.37014, 171.83525, -0.06299, -0.9685, 0.25197, 1.00, 0.85039, 0.07874, 0.51969, 1.00, 0.12451, 0.09833, 0.21033, 0.08118, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
549, 31010, 12.90983, 0.37014, 171.83525, -0.06299, -0.9685, 0.25197, 1.00, 0.85039, 0.07874, 0.51969, 1.00, 0.12451, 0.09833, 0.21033, 0.08118, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
550, 31012, 13.42659, 0.04995, 170.8922, -0.11811, -0.9685, 0.22835, 1.00, 0.93701, -0.0315, 0.34646, 1.00, 0.12451, 0.11804, 0.21033, 0.11609, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
551, 31011, 12.76851, -0.45392, 172.08096, -0.16535, -0.94488, 0.29134, 1.00, 0.85827, 0.00787, 0.51181, 1.00, 0.13879, 0.09833, 0.23401, 0.08118, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
552, 31012, 13.42659, 0.04995, 170.8922, -0.11811, -0.9685, 0.22835, 1.00, 0.93701, -0.0315, 0.34646, 1.00, 0.12451, 0.11804, 0.21033, 0.11609, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
553, 31008, 12.86463, 0.56992, 171.76593, 0.22047, -0.92913, 0.30709, 1.00, 0.83465, 0.33858, 0.4252, 1.00, 0.11884, 0.09833, 0.20105, 0.08118, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
554, 31013, 13.35372, 0.33119, 170.82069, 0.37008, -0.88976, 0.27559, 1.00, 0.88189, 0.43307, 0.18898, 1.00, 0.11884, 0.11804, 0.20105, 0.11609, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
555, 31012, 13.42659, 0.04995, 170.8922, -0.11811, -0.9685, 0.22835, 1.00, 0.93701, -0.0315, 0.34646, 1.00, 0.12451, 0.11804, 0.21033, 0.11609, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
556, 31014, 13.1841, -0.85125, 171.17421, -0.25197, -0.92126, 0.29134, 1.00, 0.92913, -0.14173, 0.33858, 1.00, 0.13879, 0.11804, 0.23401, 0.11609, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 0, 0, 0, 0, 0, 0, 0.99216, 0.00784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
557, 31011, 12.76851, -0.45392, 172.08096, -0.16535, -0.94488, 0.29134, 1.00, 0.85827, 0.00787, 0.51181, 1.00, 0.13879, 0.09833, 0.23401, 0.08118, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
558, 31013, 13.35372, 0.33119, 170.82069, 0.37008, -0.88976, 0.27559, 1.00, 0.88189, 0.43307, 0.18898, 1.00, 0.11884, 0.11804, 0.20105, 0.11609, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
559, 31015, 13.66321, -0.3055, 169.74884, -0.15748, -0.93701, 0.30709, 1.00, 0.98425, -0.11811, 0.15748, 1.00, 0.12451, 0.13879, 0.21033, 0.15283, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
560, 31012, 13.42659, 0.04995, 170.8922, -0.11811, -0.9685, 0.22835, 1.00, 0.93701, -0.0315, 0.34646, 1.00, 0.12451, 0.11804, 0.21033, 0.11609, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
561, 31015, 13.66321, -0.3055, 169.74884, -0.15748, -0.93701, 0.30709, 1.00, 0.98425, -0.11811, 0.15748, 1.00, 0.12451, 0.13879, 0.21033, 0.15283, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
562, 31014, 13.1841, -0.85125, 171.17421, -0.25197, -0.92126, 0.29134, 1.00, 0.92913, -0.14173, 0.33858, 1.00, 0.13879, 0.11804, 0.23401, 0.11609, 0.50196, 0.50196, 0.50196, 1.00, 0, 2, 0, 0, 0, 0, 0, 0, 0.99216, 0.00784, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
563, 31012, 13.42659, 0.04995, 170.8922, -0.11811, -0.9685, 0.22835, 1.00, 0.93701, -0.0315, 0.34646, 1.00, 0.12451, 0.11804, 0.21033, 0.11609, 0.50196, 0.50196, 0.50196, 1.00, 0, 0, 0, 0, 0, 0, 0, 0, 1.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00
