VTX, IDX, ATTRIBUTE0.x, ATTRIBUTE0.y, ATTRIBUTE0.z, ATTRIBUTE1.x, ATTRIBUTE1.y, ATTRIBUTE1.z, ATTRIBUTE1.w, ATTRIBUTE2.x, ATTRIBUTE2.y, ATTRIBUTE2.z, ATTRIBUTE2.w, ATTRIBUTE5.x, ATTRIBUTE5.y, ATTRIBUTE13.x, ATTRIBUTE13.y, ATTRIBUTE13.z, ATTRIBUTE13.w, ATTRIBUTE3.x, ATTRIBUTE3.y, ATTRIBUTE3.z, ATTRIBUTE3.w, ATTRIBUTE14.x, ATTRIBUTE14.y, ATTRIBUTE14.z, ATTRIBUTE14.w, ATTRIBUTE4.x, ATTRIBUTE4.y, ATTRIBUTE4.z, ATTRIBUTE4.w, ATTRIBUTE15.x, ATTRIBUTE15.y, ATTRIBUTE15.z, ATTRIBUTE15.w, ATTRIBUTE12.x, ATTRIBUTE12.y, ATTRIBUTE12.z, ATTRIBUTE11.x, ATTRIBUTE11.y, ATTRIBUTE11.z, ATTRIBUTE9.x, ATTRIBUTE9.y, ATTRIBUTE9.z, ATTRIBUTE10.x, ATTRIBUTE10.y, ATTRIBUTE10.z
882, 3149, 8.48252, -1.8702, 4.89214, -0.06299, -0.22835, 0.9685, 1.00, -0.9685, -0.22047, -0.11811, 1.00, 0.01212, 0.72949, 0.98824, 0.60, 0.4902, 1.00, 10, 12, 11, 14, 0, 0, 0, 0, 0.52549, 0.37255, 0.06667, 0.03529, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00372, 0.00187, 0.01684, 0.00114, -0.00448, 0.00024
883, 3147, 8.47185, -1.71065, 4.73956, -0.16535, -0.0315, 0.98425, 1.00, -0.81102, -0.55906, -0.14961, 1.00, 0.0105, 0.74805, 0.98824, 0.61176, 0.47843, 1.00, 10, 12, 11, 0, 0, 0, 0, 0, 0.64314, 0.23137, 0.12549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00379, 0.00247, 0.00668, -0.00057, -0.00219, 0.00778
884, 3148, 8.38791, -1.68524, 5.126, -0.28346, 0.45669, 0.84252, 1.00, -0.88976, -0.44882, -0.05512, 1.00, 0.03964, 0.75977, 0.98824, 0.61569, 0.50588, 1.00, 6, 10, 12, 14, 11, 0, 0, 0, 0.38824, 0.32941, 0.24706, 0.01961, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0031, 0.00014, 0.01191, 0.00015, 0.00011, -0.00151
885, 3148, 8.38791, -1.68524, 5.126, -0.28346, 0.45669, 0.84252, 1.00, -0.88976, -0.44882, -0.05512, 1.00, 0.03964, 0.75977, 0.98824, 0.61569, 0.50588, 1.00, 6, 10, 12, 14, 11, 0, 0, 0, 0.38824, 0.32941, 0.24706, 0.01961, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0031, 0.00014, 0.01191, 0.00015, 0.00011, -0.00151
886, 3150, 8.50422, -2.20861, 5.12658, -0.0315, -0.24409, 0.9685, 1.00, -0.97638, -0.20472, -0.08661, 1.00, 0.01553, 0.70068, 0.99216, 0.58039, 0.50588, 1.00, 12, 10, 14, 0, 0, 0, 0, 0, 0.50588, 0.2902, 0.20392, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00688, 0.00006, 0.03185, 0.00015, 0.00309, -0.00558
887, 3149, 8.48252, -1.8702, 4.89214, -0.06299, -0.22835, 0.9685, 1.00, -0.9685, -0.22047, -0.11811, 1.00, 0.01212, 0.72949, 0.98824, 0.60, 0.4902, 1.00, 10, 12, 11, 14, 0, 0, 0, 0, 0.52549, 0.37255, 0.06667, 0.03529, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00372, 0.00187, 0.01684, 0.00114, -0.00448, 0.00024
888, 3150, 8.50422, -2.20861, 5.12658, -0.0315, -0.24409, 0.9685, 1.00, -0.97638, -0.20472, -0.08661, 1.00, 0.01553, 0.70068, 0.99216, 0.58039, 0.50588, 1.00, 12, 10, 14, 0, 0, 0, 0, 0, 0.50588, 0.2902, 0.20392, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00688, 0.00006, 0.03185, 0.00015, 0.00309, -0.00558
889, 3148, 8.38791, -1.68524, 5.126, -0.28346, 0.45669, 0.84252, 1.00, -0.88976, -0.44882, -0.05512, 1.00, 0.03964, 0.75977, 0.98824, 0.61569, 0.50588, 1.00, 6, 10, 12, 14, 11, 0, 0, 0, 0.38824, 0.32941, 0.24706, 0.01961, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0031, 0.00014, 0.01191, 0.00015, 0.00011, -0.00151
890, 3151, 8.44319, -2.02414, 5.58498, -0.13386, 0.27559, 0.95276, 1.00, -0.9685, -0.25197, -0.06299, 1.00, 0.04526, 0.72607, 0.99216, 0.59216, 0.53333, 1.00, 6, 12, 10, 14, 0, 0, 0, 0, 0.42745, 0.37255, 0.16863, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0071, -0.00199, 0.01732, -0.00085, 0.00736, -0.00465
891, 3150, 8.50422, -2.20861, 5.12658, -0.0315, -0.24409, 0.9685, 1.00, -0.97638, -0.20472, -0.08661, 1.00, 0.01553, 0.70068, 0.99216, 0.58039, 0.50588, 1.00, 12, 10, 14, 0, 0, 0, 0, 0, 0.50588, 0.2902, 0.20392, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00688, 0.00006, 0.03185, 0.00015, 0.00309, -0.00558
892, 3151, 8.44319, -2.02414, 5.58498, -0.13386, 0.27559, 0.95276, 1.00, -0.9685, -0.25197, -0.06299, 1.00, 0.04526, 0.72607, 0.99216, 0.59216, 0.53333, 1.00, 6, 12, 10, 14, 0, 0, 0, 0, 0.42745, 0.37255, 0.16863, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0071, -0.00199, 0.01732, -0.00085, 0.00736, -0.00465
893, 3152, 8.57374, -2.61554, 5.33246, -0.11024, -0.0315, 0.99213, 1.00, -0.98425, -0.14173, -0.11024, 1.00, 0.01854, 0.67578, 0.99608, 0.55294, 0.51765, 1.00, 12, 14, 10, 0, 0, 0, 0, 0, 0.62745, 0.3451, 0.02745, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01347, -0.00104, 0.04257, 0.00063, 0.00757, -0.01004
894, 3145, 8.35574, -1.54899, 4.60214, -0.67717, 0.70866, 0.19685, 1.00, -0.68504, -0.70079, 0.20472, 1.00, 0.04208, 0.79883, 0.98431, 0.62353, 0.47059, 1.00, 10, 6, 12, 11, 0, 0, 0, 0, 0.36078, 0.34902, 0.15294, 0.13725, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00385, 0.00212, 0.00258, 0.00271, -0.0025, -0.00035
895, 3153, 8.15811, -1.33138, 5.22626, -0.70079, 0.66929, 0.24409, 1.00, -0.70079, -0.70866, -0.05512, 1.00, 0.0658, 0.76318, 0.98039, 0.64314, 0.51373, 1.00, 6, 10, 12, 11, 0, 0, 0, 0, 0.73725, 0.14902, 0.10196, 0.01176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00157, -0.00006, 0.00432, -0.00076, 0.00082, -0.00157
896, 3148, 8.38791, -1.68524, 5.126, -0.28346, 0.45669, 0.84252, 1.00, -0.88976, -0.44882, -0.05512, 1.00, 0.03964, 0.75977, 0.98824, 0.61569, 0.50588, 1.00, 6, 10, 12, 14, 11, 0, 0, 0, 0.38824, 0.32941, 0.24706, 0.01961, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0031, 0.00014, 0.01191, 0.00015, 0.00011, -0.00151
897, 3154, 8.48646, -2.50816, 5.90606, -0.06299, -0.16535, 0.98425, 1.00, -0.99213, -0.11024, -0.08661, 1.00, 0.05853, 0.68213, 0.99216, 0.56078, 0.55686, 1.00, 6, 12, 14, 10, 0, 0, 0, 0, 0.43922, 0.32549, 0.19608, 0.03922, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01398, -0.00256, 0.02155, -0.00026, 0.0091, -0.00154
898, 3152, 8.57374, -2.61554, 5.33246, -0.11024, -0.0315, 0.99213, 1.00, -0.98425, -0.14173, -0.11024, 1.00, 0.01854, 0.67578, 0.99608, 0.55294, 0.51765, 1.00, 12, 14, 10, 0, 0, 0, 0, 0, 0.62745, 0.3451, 0.02745, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01347, -0.00104, 0.04257, 0.00063, 0.00757, -0.01004
899, 3151, 8.44319, -2.02414, 5.58498, -0.13386, 0.27559, 0.95276, 1.00, -0.9685, -0.25197, -0.06299, 1.00, 0.04526, 0.72607, 0.99216, 0.59216, 0.53333, 1.00, 6, 12, 10, 14, 0, 0, 0, 0, 0.42745, 0.37255, 0.16863, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0071, -0.00199, 0.01732, -0.00085, 0.00736, -0.00465
900, 3154, 8.48646, -2.50816, 5.90606, -0.06299, -0.16535, 0.98425, 1.00, -0.99213, -0.11024, -0.08661, 1.00, 0.05853, 0.68213, 0.99216, 0.56078, 0.55686, 1.00, 6, 12, 14, 10, 0, 0, 0, 0, 0.43922, 0.32549, 0.19608, 0.03922, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01398, -0.00256, 0.02155, -0.00026, 0.0091, -0.00154
901, 3155, 8.60317, -3.06443, 5.47616, -0.1811, -0.40157, 0.89764, 1.00, -0.98425, 0.01575, -0.18898, 1.00, 0.04788, 0.62158, 1.00, 0.52549, 0.52549, 1.00, 14, 12, 10, 0, 0, 0, 0, 0, 0.74118, 0.23922, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02085, -0.00027, 0.04854, 0.00173, 0.00711, -0.00846
902, 3152, 8.57374, -2.61554, 5.33246, -0.11024, -0.0315, 0.99213, 1.00, -0.98425, -0.14173, -0.11024, 1.00, 0.01854, 0.67578, 0.99608, 0.55294, 0.51765, 1.00, 12, 14, 10, 0, 0, 0, 0, 0, 0.62745, 0.3451, 0.02745, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01347, -0.00104, 0.04257, 0.00063, 0.00757, -0.01004
903, 3148, 8.38791, -1.68524, 5.126, -0.28346, 0.45669, 0.84252, 1.00, -0.88976, -0.44882, -0.05512, 1.00, 0.03964, 0.75977, 0.98824, 0.61569, 0.50588, 1.00, 6, 10, 12, 14, 11, 0, 0, 0, 0.38824, 0.32941, 0.24706, 0.01961, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0031, 0.00014, 0.01191, 0.00015, 0.00011, -0.00151
904, 3156, 8.30239, -1.59023, 5.82949, -0.58268, 0.54331, 0.59843, 1.00, -0.7874, -0.55118, -0.26772, 1.00, 0.07019, 0.73584, 0.98431, 0.61961, 0.54902, 1.00, 6, 12, 10, 0, 0, 0, 0, 0, 0.73725, 0.16471, 0.09804, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00366, -0.00145, 0.00736, -0.00121, 0.0031, -0.00271
905, 3151, 8.44319, -2.02414, 5.58498, -0.13386, 0.27559, 0.95276, 1.00, -0.9685, -0.25197, -0.06299, 1.00, 0.04526, 0.72607, 0.99216, 0.59216, 0.53333, 1.00, 6, 12, 10, 14, 0, 0, 0, 0, 0.42745, 0.37255, 0.16863, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0071, -0.00199, 0.01732, -0.00085, 0.00736, -0.00465
906, 3156, 8.30239, -1.59023, 5.82949, -0.58268, 0.54331, 0.59843, 1.00, -0.7874, -0.55118, -0.26772, 1.00, 0.07019, 0.73584, 0.98431, 0.61961, 0.54902, 1.00, 6, 12, 10, 0, 0, 0, 0, 0, 0.73725, 0.16471, 0.09804, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00366, -0.00145, 0.00736, -0.00121, 0.0031, -0.00271
907, 3148, 8.38791, -1.68524, 5.126, -0.28346, 0.45669, 0.84252, 1.00, -0.88976, -0.44882, -0.05512, 1.00, 0.03964, 0.75977, 0.98824, 0.61569, 0.50588, 1.00, 6, 10, 12, 14, 11, 0, 0, 0, 0.38824, 0.32941, 0.24706, 0.01961, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0031, 0.00014, 0.01191, 0.00015, 0.00011, -0.00151
908, 3153, 8.15811, -1.33138, 5.22626, -0.70079, 0.66929, 0.24409, 1.00, -0.70079, -0.70866, -0.05512, 1.00, 0.0658, 0.76318, 0.98039, 0.64314, 0.51373, 1.00, 6, 10, 12, 11, 0, 0, 0, 0, 0.73725, 0.14902, 0.10196, 0.01176, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00157, -0.00006, 0.00432, -0.00076, 0.00082, -0.00157
909, 3151, 8.44319, -2.02414, 5.58498, -0.13386, 0.27559, 0.95276, 1.00, -0.9685, -0.25197, -0.06299, 1.00, 0.04526, 0.72607, 0.99216, 0.59216, 0.53333, 1.00, 6, 12, 10, 14, 0, 0, 0, 0, 0.42745, 0.37255, 0.16863, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0071, -0.00199, 0.01732, -0.00085, 0.00736, -0.00465
910, 3157, 8.4275, -2.11104, 6.27096, -0.48819, -0.07087, 0.87402, 1.00, -0.81102, -0.33071, -0.48031, 1.00, 0.08112, 0.70361, 0.98431, 0.58431, 0.58039, 1.00, 6, 12, 14, 0, 0, 0, 0, 0, 0.7451, 0.22745, 0.02745, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0076, -0.00295, 0.0102, -0.00066, 0.00444, -0.00218
911, 3154, 8.48646, -2.50816, 5.90606, -0.06299, -0.16535, 0.98425, 1.00, -0.99213, -0.11024, -0.08661, 1.00, 0.05853, 0.68213, 0.99216, 0.56078, 0.55686, 1.00, 6, 12, 14, 10, 0, 0, 0, 0, 0.43922, 0.32549, 0.19608, 0.03922, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01398, -0.00256, 0.02155, -0.00026, 0.0091, -0.00154
912, 3157, 8.4275, -2.11104, 6.27096, -0.48819, -0.07087, 0.87402, 1.00, -0.81102, -0.33071, -0.48031, 1.00, 0.08112, 0.70361, 0.98431, 0.58431, 0.58039, 1.00, 6, 12, 14, 0, 0, 0, 0, 0, 0.7451, 0.22745, 0.02745, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0076, -0.00295, 0.0102, -0.00066, 0.00444, -0.00218
913, 3151, 8.44319, -2.02414, 5.58498, -0.13386, 0.27559, 0.95276, 1.00, -0.9685, -0.25197, -0.06299, 1.00, 0.04526, 0.72607, 0.99216, 0.59216, 0.53333, 1.00, 6, 12, 10, 14, 0, 0, 0, 0, 0.42745, 0.37255, 0.16863, 0.03137, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0071, -0.00199, 0.01732, -0.00085, 0.00736, -0.00465
914, 3156, 8.30239, -1.59023, 5.82949, -0.58268, 0.54331, 0.59843, 1.00, -0.7874, -0.55118, -0.26772, 1.00, 0.07019, 0.73584, 0.98431, 0.61961, 0.54902, 1.00, 6, 12, 10, 0, 0, 0, 0, 0, 0.73725, 0.16471, 0.09804, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.00366, -0.00145, 0.00736, -0.00121, 0.0031, -0.00271
915, 3158, 8.49173, -3.08083, 6.08215, -0.15748, -0.59055, 0.79528, 1.00, -0.98425, 0.04724, -0.15748, 1.00, 0.07617, 0.65674, 0.99608, 0.52157, 0.56863, 1.00, 6, 14, 12, 0, 0, 0, 0, 0, 0.5098, 0.36471, 0.12549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01857, -0.00057, 0.0216, 0.00049, 0.00812, 0.00165
916, 3155, 8.60317, -3.06443, 5.47616, -0.1811, -0.40157, 0.89764, 1.00, -0.98425, 0.01575, -0.18898, 1.00, 0.04788, 0.62158, 1.00, 0.52549, 0.52549, 1.00, 14, 12, 10, 0, 0, 0, 0, 0, 0.74118, 0.23922, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02085, -0.00027, 0.04854, 0.00173, 0.00711, -0.00846
917, 3154, 8.48646, -2.50816, 5.90606, -0.06299, -0.16535, 0.98425, 1.00, -0.99213, -0.11024, -0.08661, 1.00, 0.05853, 0.68213, 0.99216, 0.56078, 0.55686, 1.00, 6, 12, 14, 10, 0, 0, 0, 0, 0.43922, 0.32549, 0.19608, 0.03922, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01398, -0.00256, 0.02155, -0.00026, 0.0091, -0.00154
918, 3158, 8.49173, -3.08083, 6.08215, -0.15748, -0.59055, 0.79528, 1.00, -0.98425, 0.04724, -0.15748, 1.00, 0.07617, 0.65674, 0.99608, 0.52157, 0.56863, 1.00, 6, 14, 12, 0, 0, 0, 0, 0, 0.5098, 0.36471, 0.12549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01857, -0.00057, 0.0216, 0.00049, 0.00812, 0.00165
919, 3159, 8.57469, -3.51108, 5.53709, -0.2126, -0.71654, 0.66929, 1.00, -0.9685, 0.08661, -0.22047, 1.00, 0.10352, 0.58008, 1.00, 0.49412, 0.52941, 1.00, 14, 13, 12, 0, 0, 0, 0, 0, 0.83922, 0.11765, 0.04314, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02482, 0.00314, 0.05155, 0.00351, 0.0038, -0.01082
920, 3155, 8.60317, -3.06443, 5.47616, -0.1811, -0.40157, 0.89764, 1.00, -0.98425, 0.01575, -0.18898, 1.00, 0.04788, 0.62158, 1.00, 0.52549, 0.52549, 1.00, 14, 12, 10, 0, 0, 0, 0, 0, 0.74118, 0.23922, 0.01961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02085, -0.00027, 0.04854, 0.00173, 0.00711, -0.00846
921, 3160, 8.46283, -2.80121, 6.47209, -0.46457, -0.49606, 0.73228, 1.00, -0.81102, -0.10236, -0.5748, 1.00, 0.09668, 0.68066, 0.98824, 0.54118, 0.59216, 1.00, 6, 14, 12, 0, 0, 0, 0, 0, 0.75686, 0.17647, 0.06667, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01171, -0.00057, 0.01014, -0.00089, 0.00532, 0.0011
922, 3154, 8.48646, -2.50816, 5.90606, -0.06299, -0.16535, 0.98425, 1.00, -0.99213, -0.11024, -0.08661, 1.00, 0.05853, 0.68213, 0.99216, 0.56078, 0.55686, 1.00, 6, 12, 14, 10, 0, 0, 0, 0, 0.43922, 0.32549, 0.19608, 0.03922, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01398, -0.00256, 0.02155, -0.00026, 0.0091, -0.00154
923, 3157, 8.4275, -2.11104, 6.27096, -0.48819, -0.07087, 0.87402, 1.00, -0.81102, -0.33071, -0.48031, 1.00, 0.08112, 0.70361, 0.98431, 0.58431, 0.58039, 1.00, 6, 12, 14, 0, 0, 0, 0, 0, 0.7451, 0.22745, 0.02745, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.0076, -0.00295, 0.0102, -0.00066, 0.00444, -0.00218
924, 3158, 8.49173, -3.08083, 6.08215, -0.15748, -0.59055, 0.79528, 1.00, -0.98425, 0.04724, -0.15748, 1.00, 0.07617, 0.65674, 0.99608, 0.52157, 0.56863, 1.00, 6, 14, 12, 0, 0, 0, 0, 0, 0.5098, 0.36471, 0.12549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01857, -0.00057, 0.0216, 0.00049, 0.00812, 0.00165
925, 3154, 8.48646, -2.50816, 5.90606, -0.06299, -0.16535, 0.98425, 1.00, -0.99213, -0.11024, -0.08661, 1.00, 0.05853, 0.68213, 0.99216, 0.56078, 0.55686, 1.00, 6, 12, 14, 10, 0, 0, 0, 0, 0.43922, 0.32549, 0.19608, 0.03922, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01398, -0.00256, 0.02155, -0.00026, 0.0091, -0.00154
926, 3160, 8.46283, -2.80121, 6.47209, -0.46457, -0.49606, 0.73228, 1.00, -0.81102, -0.10236, -0.5748, 1.00, 0.09668, 0.68066, 0.98824, 0.54118, 0.59216, 1.00, 6, 14, 12, 0, 0, 0, 0, 0, 0.75686, 0.17647, 0.06667, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01171, -0.00057, 0.01014, -0.00089, 0.00532, 0.0011
927, 3159, 8.57469, -3.51108, 5.53709, -0.2126, -0.71654, 0.66929, 1.00, -0.9685, 0.08661, -0.22047, 1.00, 0.10352, 0.58008, 1.00, 0.49412, 0.52941, 1.00, 14, 13, 12, 0, 0, 0, 0, 0, 0.83922, 0.11765, 0.04314, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02482, 0.00314, 0.05155, 0.00351, 0.0038, -0.01082
928, 3158, 8.49173, -3.08083, 6.08215, -0.15748, -0.59055, 0.79528, 1.00, -0.98425, 0.04724, -0.15748, 1.00, 0.07617, 0.65674, 0.99608, 0.52157, 0.56863, 1.00, 6, 14, 12, 0, 0, 0, 0, 0, 0.5098, 0.36471, 0.12549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01857, -0.00057, 0.0216, 0.00049, 0.00812, 0.00165
929, 3161, 8.40608, -3.70711, 6.13151, -0.30709, -0.85827, 0.40157, 1.00, -0.94488, 0.22835, -0.23622, 1.00, 0.13635, 0.61768, 0.99608, 0.48235, 0.57255, 1.00, 6, 14, 13, 0, 0, 0, 0, 0, 0.43137, 0.41961, 0.14902, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02361, 0.00576, 0.02536, 0.00073, 0.00187, -0.00095
930, 3159, 8.57469, -3.51108, 5.53709, -0.2126, -0.71654, 0.66929, 1.00, -0.9685, 0.08661, -0.22047, 1.00, 0.10352, 0.58008, 1.00, 0.49412, 0.52941, 1.00, 14, 13, 12, 0, 0, 0, 0, 0, 0.83922, 0.11765, 0.04314, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02482, 0.00314, 0.05155, 0.00351, 0.0038, -0.01082
931, 3161, 8.40608, -3.70711, 6.13151, -0.30709, -0.85827, 0.40157, 1.00, -0.94488, 0.22835, -0.23622, 1.00, 0.13635, 0.61768, 0.99608, 0.48235, 0.57255, 1.00, 6, 14, 13, 0, 0, 0, 0, 0, 0.43137, 0.41961, 0.14902, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02361, 0.00576, 0.02536, 0.00073, 0.00187, -0.00095
932, 3162, 8.5228, -3.95253, 5.55125, -0.26772, -0.96063, 0.07874, 1.00, -0.92126, 0.23622, -0.30709, 1.00, 0.17053, 0.55811, 0.99608, 0.46667, 0.53333, 1.00, 14, 13, 0, 0, 0, 0, 0, 0, 0.78039, 0.21961, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.02494, 0.00572, 0.05233, 0.00734, -0.00224, -0.01738
933, 3163, 8.35444, -3.52447, 6.59718, -0.48819, -0.76378, 0.43307, 1.00, -0.76378, 0.13386, -0.62992, 1.00, 0.14307, 0.65186, 0.98824, 0.49412, 0.60392, 1.00, 6, 14, 13, 0, 0, 0, 0, 0, 0.73725, 0.24706, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01541, 0.00139, 0.011, -0.00186, 0.00488, 0.00556
934, 3158, 8.49173, -3.08083, 6.08215, -0.15748, -0.59055, 0.79528, 1.00, -0.98425, 0.04724, -0.15748, 1.00, 0.07617, 0.65674, 0.99608, 0.52157, 0.56863, 1.00, 6, 14, 12, 0, 0, 0, 0, 0, 0.5098, 0.36471, 0.12549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01857, -0.00057, 0.0216, 0.00049, 0.00812, 0.00165
935, 3160, 8.46283, -2.80121, 6.47209, -0.46457, -0.49606, 0.73228, 1.00, -0.81102, -0.10236, -0.5748, 1.00, 0.09668, 0.68066, 0.98824, 0.54118, 0.59216, 1.00, 6, 14, 12, 0, 0, 0, 0, 0, 0.75686, 0.17647, 0.06667, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01171, -0.00057, 0.01014, -0.00089, 0.00532, 0.0011
936, 3158, 8.49173, -3.08083, 6.08215, -0.15748, -0.59055, 0.79528, 1.00, -0.98425, 0.04724, -0.15748, 1.00, 0.07617, 0.65674, 0.99608, 0.52157, 0.56863, 1.00, 6, 14, 12, 0, 0, 0, 0, 0, 0.5098, 0.36471, 0.12549, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01857, -0.00057, 0.0216, 0.00049, 0.00812, 0.00165
937, 3163, 8.35444, -3.52447, 6.59718, -0.48819, -0.76378, 0.43307, 1.00, -0.76378, 0.13386, -0.62992, 1.00, 0.14307, 0.65186, 0.98824, 0.49412, 0.60392, 1.00, 6, 14, 13, 0, 0, 0, 0, 0, 0.73725, 0.24706, 0.01569, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, 0.00, -0.01541, 0.00139, 0.011, -0.00186, 0.00488, 0.00556
